SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes,Available_Stock,Days_to_Expiry,Low_Stock_Flag
SKU0843,Beverages Product 418,Beverages,A,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH4018,2025-07-19,2025-05-28,2028-10-15,52,663,208,144,2,0,"69,72",2.657,"9,51",527.0,178,5,"$7,67","$8,10","$5.082,16","3,15","27,00",89.54,FIFO,In Stock,1,2025-07-25,4.01,77.68,Promotional item,311,819,True
SKU0844,Fresh Product 59,Fresh Produce,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH6896,2025-05-20,2025-05-18,2025-05-26,112,512,136,139,1,0,"71,12",2.547,"7,20",751.0,253,7,"$1,50","$1,36","$769,89","4,17","18,00",96.23,FIFO,Low Stock,2,2025-08-15,8.69,86.93,,237,-419,True
SKU0845,Dairy Product 454,Dairy,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH5029,2025-06-15,2025-06-04,2025-07-09,86,178,50,19,1,2,"26,57",740.0,"6,70",203.0,70,5,"$2,16","$2,43","$384,78","4,48","11,00",98.65,FIFO,Low Stock,1,2025-09-07,6.62,62.15,,109,-375,True
SKU0846,Meat Product 52,Meat,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6544,2025-06-04,2025-04-06,2025-06-12,97,86,0,6,1,0,"6,86",210.0,"12,54",153.0,57,14,"$7,53","$7,36","$647,24","2,39","4,00",75.7,FIFO,Low Stock,0,2025-08-01,-0.15,94.13,,80,-402,True
SKU0847,Bakery Product 191,Bakery,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH2071,2025-04-03,2025-03-27,2025-04-08,159,581,171,59,0,0,"60,10",1.822,"9,67",640.0,219,7,"$0,61","$0,56","$354,76","3,10","22,00",87.28,FIFO,Low Stock,3,2025-08-24,1.65,67.4,,351,-467,True
SKU0848,Dairy Product 194,Dairy,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH5006,2025-04-09,2025-02-10,2025-04-29,153,380,21,32,1,2,"44,67",1.049,"8,51",478.0,165,7,"$3,32","$3,51","$1.262,25","3,53","15,00",79.01,FIFO,Low Stock,0,2025-06-23,0.8,60.67,,327,-446,True
SKU0849,Household Product 151,Household,B,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5588,2025-07-08,2025-05-14,2026-10-25,63,213,50,56,1,0,"18,59",581.0,"11,46",146.0,53,5,"$4,32","$4,74","$920,42","2,62","8,00",81.13,FIFO,In Stock,-1,2025-07-06,3.64,67.71,,107,98,True
SKU0850,Personal Product 108,Personal Care,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH2062,2025-03-24,2025-03-14,2029-09-03,169,67,14,26,1,0,"8,92",343.0,"7,51",35.0,17,2,"$16,61","$16,90","$1.112,64","3,99","3,00",80.47,FEFO,In Stock,-3,2025-06-19,2.65,64.92,,27,1142,True
SKU0851,Bakery Product 266,Bakery,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH7125,2025-06-19,2025-05-17,2025-06-26,82,311,85,15,1,2,"57,87",1.854,"5,37",265.0,91,3,"$1,17","$1,07","$365,05","5,58","18,00",94.54,FEFO,Expiring Soon,-1,2025-07-08,1.47,61.98,,211,-388,True
SKU0852,Pantry Product 327,Pantry,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH4325,2025-07-18,2025-06-20,2027-10-10,53,101,11,13,1,1,"5,99",133.0,"16,86",24.0,12,2,"$12,83","$14,71","$1.296,18","1,78","5,00",92.93,FIFO,In Stock,2,2025-07-21,-9.49,60.55,,77,448,False
SKU0853,Bakery Product 194,Bakery,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2388,2025-06-06,2025-05-29,2025-06-10,95,389,184,119,0,0,"57,65",2.005,"6,75",434.0,146,5,"$3,74","$4,15","$1.455,91","4,45","19,00",72.37,FIFO,Low Stock,0,2025-08-03,-8.02,71.62,,86,-404,True
SKU0854,Seafood Product 299,Seafood,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7981,2025-05-01,2025-04-03,2025-05-09,131,211,53,10,0,1,"16,91",374.0,"12,48",107.0,39,4,"$14,21","$13,40","$2.998,86","2,40","7,00",76.1,FEFO,Expiring Soon,0,2025-07-16,0.25,80.73,,148,-436,False
SKU0855,Household Product 163,Household,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH8236,2025-09-03,2025-08-20,2027-09-05,6,97,28,3,1,0,"8,68",282.0,"11,17",47.0,21,3,"$2,25","$2,50","$218,40","2,68","4,00",84.87,FEFO,In Stock,0,2025-06-19,3.19,67.13,Seasonal SKU,66,413,False
SKU0856,Meat Product 257,Meat,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH5528,2025-03-29,2025-01-29,2025-04-05,164,129,12,28,1,2,"20,21",715.0,"6,38",68.0,28,2,"$9,14","$9,13","$1.178,70","4,70","7,00",79.26,FIFO,Expiring Soon,3,2025-08-28,3.0,72.88,Promotional item,89,-470,False
SKU0857,Fresh Product 103,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5096,2025-03-21,2025-03-02,2025-03-29,172,540,76,41,0,2,"32,64",1.187,"16,54",350.0,122,7,"$1,75","$1,78","$943,54","1,81","9,00",96.22,FEFO,Expiring Soon,0,2025-08-16,6.2,88.54,,423,-477,False
SKU0858,Personal Product 438,Personal Care,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5617,2025-09-07,2025-07-17,2028-05-12,2,248,32,35,1,0,"23,24",623.0,"10,67",70.0,24,2,"$19,37","$17,50","$4.804,75","2,81","15,00",76.43,FEFO,In Stock,-3,2025-07-20,2.6,66.42,,181,663,False
SKU0859,Household Product 388,Household,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3445,2025-03-26,2025-01-30,2029-02-07,167,171,15,13,0,1,"11,15",257.0,"15,34",90.0,34,5,"$19,25","$18,12","$3.291,53","1,96","4,00",93.54,FEFO,In Stock,0,2025-08-11,9.13,82.92,,143,934,False
SKU0860,Beverages Product 243,Beverages,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8679,2025-04-12,2025-02-25,2029-05-17,150,744,209,104,0,2,"98,64",3.43,"7,54",596.0,201,4,"$4,66","$4,88","$3.465,03","3,98","28,00",90.85,FEFO,In Stock,2,2025-07-28,-8.33,60.48,,431,1033,True
SKU0861,Seafood Product 97,Seafood,A,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8372,2025-07-18,2025-05-25,2025-07-28,53,305,47,36,2,1,"26,66",565.0,"11,44",41.0,14,1,"$10,01","$9,34","$3.052,78","2,62","10,00",83.04,FIFO,Expiring Soon,2,2025-07-24,8.81,74.04,High return rate,222,-356,False
SKU0862,Seafood Product 378,Seafood,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH6567,2025-03-25,2025-03-11,2025-04-02,168,151,11,14,0,4,"14,05",327.0,"10,75",150.0,52,7,"$4,50","$4,30","$679,35","2,79","6,00",81.0,FEFO,Expiring Soon,0,2025-07-17,3.23,90.62,,126,-473,True
SKU0863,Bakery Product 399,Bakery,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1380,2025-06-18,2025-05-13,2025-06-24,83,343,119,89,3,2,"37,67",1.268,"9,11",232.0,81,4,"$1,35","$1,34","$462,84","3,29","15,00",70.81,FIFO,Expiring Soon,0,2025-08-23,2.56,97.8,,135,-390,True
SKU0864,Personal Product 170,Personal Care,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7404,2025-04-07,2025-03-14,2029-06-25,155,42,23,13,1,0,"8,20",227.0,"5,12",20.0,12,1,"$20,32","$18,87","$853,34","5,86","5,00",72.6,FIFO,In Stock,-4,2025-07-21,-7.4,87.87,Fragile,6,1072,True
SKU0865,Dairy Product 56,Dairy,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH5991,2025-05-17,2025-05-12,2025-06-13,115,467,65,100,5,0,"34,11",1.235,"13,69",162.0,60,3,"$2,11","$2,30","$987,47","2,19","14,00",86.99,FIFO,Expiring Soon,-2,2025-08-27,6.96,90.91,,302,-401,False
SKU0866,Dairy Product 424,Dairy,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4260,2025-09-03,2025-08-30,2025-09-15,6,67,9,10,0,0,"5,35",165.0,"12,52",64.0,27,7,"$0,81","$0,79","$54,60","2,40","4,00",74.0,FEFO,Expiring Soon,-1,2025-08-04,-3.69,86.88,,48,-307,True
SKU0867,Meat Product 269,Meat,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH9495,2025-08-26,2025-08-26,2025-09-11,14,93,25,24,1,1,"11,31",388.0,"8,22",70.0,25,4,"$3,50","$3,99","$325,80","3,65","8,00",88.49,FIFO,Expiring Soon,0,2025-07-30,-5.11,89.07,,44,-311,True
SKU0868,Bakery Product 81,Bakery,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8835,2025-04-25,2025-03-09,2025-04-30,137,51,1,16,0,1,"5,08",172.0,"10,04",40.0,15,5,"$2,58","$2,53","$131,45","2,99","2,00",74.65,FIFO,Expiring Soon,3,2025-07-22,4.01,85.4,,34,-445,True
SKU0869,Household Product 67,Household,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH8778,2025-05-22,2025-05-12,2030-05-14,110,100,22,4,0,0,"7,95",224.0,"12,58",52.0,20,4,"$5,11","$5,10","$511,14","2,38","5,00",83.69,FEFO,In Stock,-3,2025-06-26,-0.04,82.32,,74,1395,False
SKU0870,Beverages Product 235,Beverages,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH8302,2025-09-08,2025-09-04,2027-06-27,1,114,29,29,1,1,"11,20",266.0,"10,18",24.0,13,1,"$5,92","$6,04","$674,56","2,95","4,00",79.55,FEFO,In Stock,-3,2025-06-24,-6.76,73.83,,56,343,False
SKU0871,Pantry Product 467,Pantry,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH1640,2025-05-15,2025-03-29,2028-12-17,117,237,83,37,2,0,"22,67",809.0,"10,45",42.0,19,1,"$4,86","$4,84","$1.151,20","2,87","7,00",81.94,FIFO,In Stock,6,2025-08-04,4.99,92.15,,117,882,False
SKU0872,Personal Product 178,Personal Care,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH7800,2025-04-06,2025-03-22,2027-03-30,156,145,45,1,0,1,"14,01",461.0,"10,35",87.0,31,4,"$4,13","$4,52","$598,49","2,90","7,00",96.65,FIFO,In Stock,2,2025-06-22,7.21,70.6,,99,254,False
SKU0873,Frozen Product 467,Frozen,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH1715,2025-08-16,2025-08-01,2026-05-23,24,540,104,103,1,2,"48,42",1.755,"11,15",512.0,173,7,"$2,98","$2,93","$1.611,04","2,69","20,00",81.37,FIFO,In Stock,-1,2025-08-05,-4.81,72.46,,333,-57,True
SKU0874,Pantry Product 342,Pantry,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2986,2025-05-06,2025-04-13,2028-08-25,126,242,61,50,0,0,"24,68",675.0,"9,81",527.0,181,14,"$5,35","$6,09","$1.293,61","3,06","11,00",96.9,FIFO,Low Stock,2,2025-08-27,9.67,72.81,,131,768,True
SKU0875,Beverages Product 210,Beverages,B,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH9291,2025-07-07,2025-07-05,2027-09-04,64,291,146,124,1,0,"45,60",1.579,"6,38",209.0,72,3,"$5,06","$4,97","$1.472,14","4,70","17,00",73.94,FEFO,In Stock,1,2025-09-06,3.26,61.92,Fragile,21,412,True
SKU0876,Bakery Product 382,Bakery,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH1175,2025-05-31,2025-05-15,2025-06-02,101,124,19,57,0,1,"17,57",620.0,"7,06",28.0,10,1,"$3,20","$3,13","$396,97","4,25","7,00",94.27,FIFO,Expiring Soon,2,2025-06-11,-4.65,90.02,,48,-412,False
SKU0877,Seafood Product 384,Seafood,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2352,2025-05-14,2025-04-09,2025-05-18,118,162,18,8,0,0,"10,68",357.0,"15,17",36.0,15,2,"$4,08","$4,27","$660,21","1,98","7,00",94.14,FIFO,Expiring Soon,2,2025-07-15,5.54,93.82,Promotional item,136,-427,False
SKU0878,Household Product 88,Household,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH5819,2025-08-15,2025-08-08,2027-08-12,25,68,12,7,0,0,"5,87",138.0,"11,58",36.0,18,3,"$19,72","$19,84","$1.341,19","2,59","3,00",89.52,FEFO,In Stock,0,2025-08-19,-6.78,96.81,Seasonal SKU,49,389,False
SKU0879,Beverages Product 79,Beverages,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH1564,2025-07-26,2025-05-30,2027-10-12,45,352,72,17,2,0,"38,32",816.0,"9,19",297.0,105,5,"$3,79","$3,72","$1.332,95","3,27","11,00",71.96,FIFO,In Stock,0,2025-07-15,3.38,65.76,,263,450,True
SKU0880,Household Product 416,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH6051,2025-06-02,2025-05-05,2030-04-15,99,106,16,18,0,2,"7,81",203.0,"13,57",28.0,12,2,"$4,17","$4,15","$441,71","2,21","1,00",74.42,FIFO,In Stock,3,2025-06-25,5.65,82.02,Fragile,72,1366,False
SKU0881,Beverages Product 476,Beverages,B,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH2497,2025-07-10,2025-07-09,2027-08-23,61,261,27,27,3,0,"20,28",485.0,"12,87",32.0,12,1,"$6,02","$5,70","$1.570,49","2,33","9,00",77.49,FEFO,In Stock,-2,2025-09-06,5.45,83.22,,207,400,False
SKU0882,Seafood Product 99,Seafood,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3736,2025-08-16,2025-08-14,2025-08-21,24,64,16,13,1,1,"8,77",290.0,"7,30",57.0,22,4,"$3,31","$3,53","$211,74","4,11","3,00",73.43,FEFO,Expiring Soon,3,2025-07-06,-1.36,78.67,Promotional item,35,-332,True
SKU0883,Seafood Product 321,Seafood,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8010,2025-07-18,2025-07-11,2025-07-27,53,55,19,24,2,0,"7,19",215.0,"7,65",27.0,13,2,"$14,33","$15,39","$788,24","3,92","2,00",90.14,FIFO,Expiring Soon,-2,2025-08-13,-0.17,97.8,Promotional item,12,-357,True
SKU0884,Dairy Product 206,Dairy,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH8516,2025-06-02,2025-05-19,2025-06-15,99,262,20,17,2,0,"17,28",603.0,"15,16",109.0,40,4,"$0,95","$0,86","$248,72","1,98","7,00",84.94,FIFO,Expiring Soon,0,2025-06-17,0.4,94.18,,225,-399,False
SKU0885,Pantry Product 189,Pantry,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH5940,2025-07-16,2025-05-28,2028-11-03,55,104,22,6,0,0,"6,77",250.0,"15,36",36.0,16,3,"$13,89","$14,30","$1.444,19","1,95","5,00",82.0,FEFO,In Stock,-1,2025-08-27,-7.31,73.04,,76,838,False
SKU0886,Household Product 473,Household,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH6314,2025-07-07,2025-05-28,2027-01-17,64,171,39,4,0,0,"18,46",429.0,"9,26",61.0,24,2,"$0,97","$1,03","$166,28","3,24","7,00",70.45,FEFO,In Stock,2,2025-06-15,4.26,74.22,,128,182,False
SKU0887,Beverages Product 69,Beverages,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH6209,2025-03-31,2025-02-05,2030-02-06,162,376,61,146,0,2,"53,65",1.828,"7,01",243.0,82,3,"$7,21","$6,60","$2.709,64","4,28","13,00",92.28,FEFO,In Stock,-1,2025-09-01,-8.41,85.93,,169,1298,True
SKU0888,Pantry Product 300,Pantry,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4808,2025-05-02,2025-03-31,2029-12-03,130,98,6,20,0,1,"11,96",451.0,"8,19",183.0,63,10,"$10,90","$10,37","$1.068,45","3,66","6,00",90.89,FIFO,Low Stock,2,2025-08-11,2.37,72.69,Seasonal SKU,72,1233,True
SKU0889,Seafood Product 378,Seafood,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH1981,2025-04-04,2025-03-27,2025-04-08,158,104,34,7,0,1,"6,23",242.0,"16,69",33.0,14,3,"$6,29","$6,16","$654,61","1,80","1,00",73.47,FEFO,Expiring Soon,-1,2025-07-08,-7.03,85.6,,63,-467,False
SKU0890,Dairy Product 105,Dairy,B,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6385,2025-04-09,2025-04-01,2025-04-30,153,293,75,44,4,0,"38,91",1.486,"7,53",65.0,26,1,"$3,73","$4,01","$1.093,36","3,98","16,00",74.87,FEFO,Expiring Soon,-3,2025-07-31,3.65,76.65,,174,-445,False
SKU0891,Beverages Product 267,Beverages,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH6427,2025-09-03,2025-08-13,2027-12-16,6,614,86,159,0,0,"47,43",1.259,"12,95",505.0,173,7,"$7,93","$7,47","$4.869,57","2,32","14,00",98.15,FIFO,In Stock,0,2025-08-14,-8.63,70.86,,369,515,True
SKU0892,Personal Product 341,Personal Care,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH9543,2025-04-07,2025-03-18,2028-05-27,155,91,37,16,0,2,"10,78",387.0,"8,44",50.0,18,3,"$8,44","$8,49","$767,81","3,55","5,00",72.27,FIFO,In Stock,2,2025-07-15,-5.38,80.78,,38,678,True
SKU0893,Fresh Product 252,Fresh Produce,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3318,2025-08-27,2025-06-28,2025-09-09,13,911,165,136,1,1,"66,76",1.856,"13,65",208.0,74,2,"$2,04","$2,33","$1.854,07","2,20","20,00",78.13,FIFO,Expiring Soon,0,2025-08-24,-4.07,83.8,Temperature controlled,610,-313,False
SKU0894,Pantry Product 408,Pantry,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH7983,2025-05-03,2025-03-18,2026-10-10,129,381,86,12,0,0,"27,45",709.0,"13,88",86.0,31,2,"$1,05","$1,19","$399,78","2,16","8,00",73.61,FEFO,In Stock,0,2025-08-01,0.46,96.42,,283,83,False
SKU0895,Dairy Product 218,Dairy,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH5675,2025-07-08,2025-06-02,2025-07-24,63,465,83,93,0,0,"47,69",1.615,"9,75",149.0,54,2,"$3,37","$3,19","$1.565,56","3,08","21,00",96.65,FEFO,Expiring Soon,0,2025-06-20,-2.58,80.65,,289,-360,False
SKU0896,Household Product 247,Household,A,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH3748,2025-05-31,2025-05-01,2028-07-12,101,231,47,3,1,2,"18,47",575.0,"12,51",143.0,51,5,"$19,97","$20,78","$4.614,11","2,40","6,00",95.22,FEFO,In Stock,0,2025-07-17,4.63,74.2,,181,724,False
SKU0897,Beverages Product 390,Beverages,A,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH8002,2025-09-04,2025-07-12,2028-10-24,5,786,123,122,0,1,"77,89",1.817,"10,09",590.0,201,5,"$6,42","$6,97","$5.043,60","2,97","25,00",74.68,FIFO,In Stock,-1,2025-08-02,2.85,93.12,,541,828,True
SKU0898,Dairy Product 373,Dairy,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH6011,2025-06-04,2025-05-06,2025-06-25,97,395,88,127,2,0,"59,54",2.04,"6,63",181.0,62,2,"$1,46","$1,57","$576,58","4,52","17,00",70.76,FEFO,Expiring Soon,6,2025-07-23,7.47,90.14,,180,-389,True
SKU0899,Frozen Product 171,Frozen,A,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH4106,2025-07-21,2025-07-21,2026-02-25,50,507,195,27,1,0,"47,65",1.307,"10,64",294.0,103,4,"$6,94","$6,95","$3.517,36","2,82","7,00",73.69,FIFO,In Stock,3,2025-07-07,-3.61,92.59,,285,-144,True
SKU0900,Bakery Product 208,Bakery,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9020,2025-06-06,2025-05-18,2025-06-11,95,619,121,188,1,2,"69,80",2.623,"8,87",320.0,111,3,"$1,91","$1,74","$1.182,79","3,38","13,00",82.29,FIFO,Expiring Soon,2,2025-07-19,-5.31,81.28,,310,-403,True
SKU0901,Personal Product 64,Personal Care,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH8148,2025-07-30,2025-07-14,2027-08-31,41,239,44,32,1,0,"15,38",461.0,"15,54",52.0,21,2,"$24,15","$23,15","$5.771,28","1,93","6,00",82.22,FEFO,In Stock,3,2025-07-06,9.6,87.56,,163,408,False
SKU0902,Pantry Product 189,Pantry,B,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH4970,2025-05-24,2025-04-24,2027-10-11,108,272,29,60,0,2,"19,11",446.0,"14,23",410.0,142,14,"$4,43","$4,01","$1.204,42","2,11","7,00",78.13,FIFO,Low Stock,-1,2025-07-25,6.51,74.69,,183,449,True
SKU0903,Beverages Product 358,Beverages,A,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH3414,2025-04-08,2025-03-23,2028-10-26,154,748,27,78,2,1,"74,15",2.828,"10,09",112.0,38,1,"$5,48","$5,75","$4.098,14","2,97","20,00",78.43,FIFO,In Stock,3,2025-06-24,-9.85,75.52,,643,830,False
SKU0904,Beverages Product 83,Beverages,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH7297,2025-08-17,2025-07-23,2030-03-28,23,731,79,44,2,2,"59,86",1.623,"12,21",903.0,304,10,"$1,88","$1,84","$1.370,84","2,46","32,00",92.83,FIFO,Low Stock,-2,2025-07-05,-8.24,74.44,,608,1348,True
SKU0905,Household Product 85,Household,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH9202,2025-03-16,2025-02-10,2027-11-24,177,11,5,4,1,0,"1,74",54.0,"6,32",12.0,5,4,"$6,54","$6,23","$71,92","4,75","1,00",92.1,FEFO,Low Stock,3,2025-06-26,5.02,91.62,,2,493,True
SKU0906,Bakery Product 449,Bakery,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH6642,2025-03-31,2025-02-07,2025-04-06,162,389,211,155,1,1,"66,66",1.82,"5,84",1.008,341,10,"$0,68","$0,63","$264,64","5,14","26,00",86.83,FIFO,Low Stock,-1,2025-08-06,2.21,74.13,,23,-469,False
SKU0907,Personal Product 204,Personal Care,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH1025,2025-07-28,2025-07-22,2029-04-30,43,141,30,30,1,0,"19,66",603.0,"7,17",92.0,33,3,"$17,91","$18,01","$2.525,14","4,18","4,00",83.08,FIFO,In Stock,-5,2025-06-12,-4.32,93.3,,81,1016,True
SKU0908,Bakery Product 148,Bakery,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH4053,2025-07-26,2025-06-11,2025-07-30,45,359,4,144,1,0,"47,88",1.44,"7,50",223.0,79,3,"$1,79","$1,69","$643,18","4,00","16,00",76.57,FIFO,Expiring Soon,0,2025-08-15,-5.61,84.58,,211,-354,True
SKU0909,Frozen Product 57,Frozen,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH4292,2025-07-17,2025-07-14,2026-03-01,54,47,47,0,0,0,"44,89",1.214,"1,05",72.0,27,1,"$6,62","$7,09","$311,08","28,65","17,00",95.16,FIFO,Low Stock,3,2025-08-16,1.47,85.92,,0,-140,True
SKU0910,Personal Product 210,Personal Care,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH3721,2025-08-13,2025-08-08,2030-03-08,27,142,15,41,1,1,"22,35",857.0,"6,35",105.0,38,3,"$17,80","$18,01","$2.528,25","4,72","7,00",87.38,FEFO,In Stock,0,2025-08-30,0.88,89.74,,86,1328,True
SKU0911,Meat Product 176,Meat,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH8949,2025-07-11,2025-05-29,2025-07-31,60,237,90,63,0,1,"26,93",884.0,"8,80",164.0,56,4,"$2,92","$2,81","$692,21","3,41","5,00",93.73,FIFO,Expiring Soon,0,2025-09-08,7.82,66.29,Seasonal SKU,84,-353,True
SKU0912,Beverages Product 405,Beverages,A,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH1118,2025-07-17,2025-06-23,2029-06-20,54,1,363,310,0,1,"97,01",2.082,"11,55",732.0,247,5,"$7,14","$7,52","$7.993,22","2,60","37,00",71.59,FEFO,In Stock,2,2025-07-09,-6.24,68.35,,-672,1067,True
SKU0913,Seafood Product 220,Seafood,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH6164,2025-03-19,2025-01-26,2025-03-27,174,209,43,45,1,0,"16,03",392.0,"13,04",33.0,17,1,"$10,03","$10,91","$2.096,31","2,30","7,00",95.95,FIFO,Expiring Soon,2,2025-07-25,-4.36,97.96,,121,-479,False
SKU0914,Bakery Product 30,Bakery,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH8486,2025-08-15,2025-06-21,2025-08-17,25,1,127,104,0,1,"65,42",2.424,"17,76",295.0,99,3,"$2,06","$1,91","$2.389,42","1,69","26,00",87.44,FEFO,Expiring Soon,0,2025-08-23,-7.06,73.99,Seasonal SKU,-230,-336,True
SKU0915,Household Product 144,Household,B,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH8785,2025-05-17,2025-04-15,2029-11-03,115,183,62,16,0,3,"19,58",676.0,"9,35",119.0,41,4,"$9,90","$9,77","$1.811,13","3,21","9,00",72.09,FEFO,In Stock,1,2025-06-17,-5.48,79.58,,105,1203,True
SKU0916,Personal Product 491,Personal Care,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH1749,2025-03-31,2025-02-08,2028-04-06,162,169,38,41,2,2,"12,36",271.0,"13,67",261.0,88,14,"$8,20","$9,22","$1.386,12","2,19","2,00",92.0,FEFO,Low Stock,1,2025-06-15,-2.36,62.98,,90,627,True
